curriculum,curid,sylid,subjectCode,materialDescription,author,publisher,publishedDate,edition,isbn,isMain,isHardCopy,isOnline,note
BIT_AI_K20D-21A,2891,14112,DAP391m,GP 2: Predict Ad Clicks Using Logistic Regression and XG-Boost,Coursera,Coursera,,,,,,,https://www.coursera.org/projects/predict-ad-clicks-using-logistic-regression-and-xg-boost
BIT_AI_K20D-21A,2891,14127,SSG105,Teamwork Skills in University,Jamie Verschoor; Vanshika Kesar; Rebekah Lin; and Prabhdeep Randay,Kwantlen Polytechnic University,2022,,,,,,https://kpu.pressbooks.pub/teamworkinuniversity/
BIT_AI_K20D-21A,2891,14127,SSG105,Business Communication for Success,Southern Alberta Institute of Technology (SAIT),Southern Alberta Institute of Technology (SAIT),2021,,978-1-55195-459-2,,,,https://pressbooks.openeducationalberta.ca/saitbusinesscommunication/
BIT_AI_K20D-21A,2891,14127,SSG105,Blueprint for Success in College and Career,Dave Dillon,Rebus Community,2021,,978-1-989014-15-8,,,,https://press.rebus.community/blueprint2/
BIT_AI_K20D-21A,2891,14127,SSG105,Working in group 7th ed.,,Pearson,2017,,,,,,
BIT_AI_K20D-21A,2891,14127,SSG105,Business communication 7th ed.,,Thomson-South Western,2008,,,,,,
BIT_AI_K20D-21A,2891,14224,SWE201c,https://learner.coursera.help/hc/en-us/articles/208280036-Coursera-Code-of-Conduct,,Coursera,,,,,,,
BIT_AI_K20D-21A,2891,14224,SWE201c,https://www.coursera.org/learn/software-processes,,Coursera,,,,,,,MOOC 01: Software Development Processes and Methodologies
BIT_AI_K20D-21A,2891,14224,SWE201c,https://www.coursera.org/learn/agile-software-development,,Coursera,,,,,,,MOOC 02: Agile Software Development
BIT_AI_K20D-21A,2891,14224,SWE201c,https://www.coursera.org/learn/lean-software-development,,Coursera,,,,,,,MOOC 03: Lean Software Development
BIT_AI_K20D-21A,2891,14224,SWE201c,https://www.coursera.org/learn/engineering-practices-secure-software-quality,,Coursera,,,,,,,MOOC 04: Engineering Practices for Building Quality Software
BIT_AI_K20D-21A,2891,14224,SWE201c,https://www.coursera.org/specializations/software-development-lifecycle,,Coursera,,,,,,,SPEC: Software Development Lifecycle
BIT_AI_K20D-21A,2891,11217,DSR301m,Introduction to R Programming for Data Science,,Coursera,,,,,,,https://www.coursera.org/learn/introducton-r-programming-data-science
BIT_AI_K20D-21A,2891,11217,DSR301m,SQL for Data Science with R,,Coursera,,,,,,,https://www.coursera.org/learn/sql-data-science-r
BIT_AI_K20D-21A,2891,11217,DSR301m,Data Analysis with R,,Coursera,,,,,,,https://www.coursera.org/learn/data-analysis-with-r?specialization=applied-data-science-r
BIT_AI_K20D-21A,2891,11217,DSR301m,Data Visualization with R,,Coursera,,,,,,,https://www.coursera.org/learn/data-visualization-r?specialization=applied-data-science-r
BIT_AI_K20D-21A,2891,13339,DPL302m,Convolutional Neural Networks,DeepLearning.AI,Coursera,,,,,,,https://www.coursera.org/learn/convolutional-neural-networks?specialization=deep-learning
BIT_AI_K20D-21A,2891,13339,DPL302m,Deep Learning Specialization,DeepLearning.AI,Coursera,,,,,,,https://www.coursera.org/specializations/deep-learning
BIT_AI_K20D-21A,2891,13339,DPL302m,GP 1: Diabetes Disease Detection with XG-Boost and Neural Networks,,Coursera,,,,,,,https://www.coursera.org/projects/diabetes-disease-detection-with-xg-boost-and-neural-networks
BIT_AI_K20D-21A,2891,13339,DPL302m,GP 2: Hyperparameter Tuning with Keras Tuner,,Coursera,,,,,,,https://www.coursera.org/projects/keras-tuner
BIT_AI_K20D-21A,2891,13339,DPL302m,GP 3: Object Localization with TensorFlow,,Coursera,,,,,,,https://www.coursera.org/projects/object-localization-tensorflow
BIT_AI_K20D-21A,2891,13339,DPL302m,GP 4: NLP: Twitter Sentiment Analysis,,Coursera,,,,,,,https://www.coursera.org/projects/twitter-sentiment-analysis
BIT_AI_K20D-21A,2891,13339,DPL302m,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",DeepLearning.AI,Coursera,,,,,,,https://www.coursera.org/learn/deep-neural-network?specialization=deep-learning
BIT_AI_K20D-21A,2891,13339,DPL302m,Neural Networks and Deep Learning,DeepLearning.AI,Coursera,,,,,,,https://www.coursera.org/learn/neural-networks-deep-learning?specialization=deep-learning
BIT_AI_K20D-21A,2891,13339,DPL302m,Sequence Models,DeepLearning.AI,Coursera,,,,,,,https://www.coursera.org/learn/nlp-sequence-models?specialization=deep-learning
BIT_AI_K20D-21A,2891,13339,DPL302m,Structuring Machine Learning Projects,DeepLearning.AI,Coursera,,,,,,,https://www.coursera.org/learn/machine-learning-projects?specialization=deep-learning
BIT_AI_K20D-21A,2891,12631,DWP301c,https://www.coursera.org/learn/introduction-to-cloud,,Coursera,,,,,,,
BIT_AI_K20D-21A,2891,12631,DWP301c,https://www.coursera.org/learn/introduction-to-web-development-with-html-css-javacript/,,Coursera,,,,,,,
BIT_AI_K20D-21A,2891,12631,DWP301c,https://www.coursera.org/learn/getting-started-with-git-and-github,,Coursera,,,,,,,
BIT_AI_K20D-21A,2891,12631,DWP301c,https://www.coursera.org/learn/developing-frontend-apps-with-react/,,Coursera,,,,,,,
BIT_AI_K20D-21A,2891,12631,DWP301c,https://www.coursera.org/learn/developing-backend-apps-with-nodejs-and-express/,,Coursera,,,,,,,
BIT_AI_K20D-21A,2891,12631,DWP301c,https://www.coursera.org/learn/python-for-applied-data-science-ai,,Coursera,,,,,,,
BIT_AI_K20D-21A,2891,12631,DWP301c,https://www.coursera.org/learn/python-project-for-ai-application-development/,,Coursera,,,,,,,
BIT_AI_K20D-21A,2891,12631,DWP301c,https://www.coursera.org/learn/developing-applications-with-sql-databases-and-django,,Coursera,,,,,,,
BIT_AI_K20D-21A,2891,12631,DWP301c,https://www.coursera.org/learn/ibm-containers-docker-kubernetes-openshift,,Coursera,,,,,,,
BIT_AI_K20D-21A,2891,12631,DWP301c,https://www.coursera.org/learn/applications-development-microservices-serverless-openshift,,Coursera,,,,,,,
BIT_AI_K20D-21A,2891,12631,DWP301c,https://www.coursera.org/learn/ibm-cloud-native-full-stack-development-capstone/,,Coursera,,,,,,,
BIT_AI_K20D-21A,2891,12631,DWP301c,https://www.coursera.org/learn/full-stack-software-developer-assessment,,Coursera,,,,,,,
BIT_AI_K20D-21A,2891,12631,DWP301c,https://www.coursera.support/s/article/208280036-Coursera-Code-of-Conduct?language=en_US,,Coursera,,,,,,,
BIT_AI_K20D-21A,2891,12549,NLP301c,https://learner.coursera.help/hc/en-us/articles/208280036-Coursera-Code-of-Conduct,,Coursera,,,,,,,
BIT_AI_K20D-21A,2891,12549,NLP301c,https://www.coursera.org/learn/classification-vector-spaces-in-nlp?specialization=natural-language-processing,,Coursera,,,,,,,MOOC 1: Natural Language Processing with Classification and Vector Spaces
BIT_AI_K20D-21A,2891,12549,NLP301c,https://www.coursera.org/learn/probabilistic-models-in-nlp?specialization=natural-language-processing,,Coursera,,,,,,,MOOC 2: Natural Language Processing with Probabilistic Models
BIT_AI_K20D-21A,2891,12549,NLP301c,https://www.coursera.org/learn/sequence-models-in-nlp?specialization=natural-language-processing,,Coursera,,,,,,,MOOC 3: Natural Language Processing with Sequence Models
BIT_AI_K20D-21A,2891,12549,NLP301c,https://www.coursera.org/learn/attention-models-in-nlp?specialization=natural-language-processing,,Coursera,,,,,,,MOOC 4: Natural Language Processing with Attention Models
BIT_AI_K20D-21A,2891,12549,NLP301c,https://www.coursera.org/specializations/natural-language-processing,,Coursera,,,,,,,SPEC: Natural Language Processing Specialization
BIT_AI_K20D-21A,2891,12016,OJT202,Hu?ng d?n qu?n lý th?c t?p (07.04PL - HDCV Quan ly thuc tap) Guideline for internship management (07.04PL - HDCV Quan ly thuc tap),,,,,,,,,"Internal material, self-documented FPTU"
BIT_AI_K20D-21A,2891,12016,OJT202,Phi?u kh?o sát doanh nghi?p v? sinh viên th?c t?p (07.16BMÐHFE10- Kh?o sát doanh nghi?p v? sinh viên th?c t?p) Business survey on student interns,,,,,,,,,"Internal material, self-documented FPTU"
BIT_AI_K20D-21A,2891,12016,OJT202,Phi?u Kh?o sát sinh viên v? k? th?c t?p (07.17BMÐHFE10- Khao sat sinh vien ve ky thuc tap) Student survey on the internship,,,,,,,,,"Internal material, self-documented FPTU"
BIT_AI_K20D-21A,2891,12016,OJT202,Phi?u dánh giá sinh viên k? OJT Evaluation of the students' OJT performance,,,,,,,,,"Internal material, self-documented FPTU"
BIT_AI_K20D-21A,2891,11218,DBM302m,Data Mining Pipeline,,Coursera,,,,,,,https://www.coursera.org/learn/data-mining-pipeline?specialization=data-mining-foundations-practice
BIT_AI_K20D-21A,2891,11218,DBM302m,Data Visualization,,Coursera,,,,,,,https://www.coursera.org/learn/datavisualization?specialization=data-mining
BIT_AI_K20D-21A,2891,11218,DBM302m,Pattern Discovery in Data Mining,,Coursera,,,,,,,https://www.coursera.org/learn/data-patterns?specialization=data-mining
BIT_AI_K20D-21A,2891,11218,DBM302m,Cluster Analysis in Data Mining,,Coursera,,,,,,,https://www.coursera.org/learn/cluster-analysis?specialization=data-mining
BIT_AI_K20D-21A,2891,13293,DAT301m,Convolutional Neural Networks in TensorFlow,Coursera,https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,,,,,,,
BIT_AI_K20D-21A,2891,13293,DAT301m,Guided ProjectObject Localization with TensorFlow,Coursera,https://www.coursera.org/programs/fptu-fall-2024-zb2kn/projects/object-localization-tensorflow?source=search,,,,,,,
BIT_AI_K20D-21A,2891,13293,DAT301m,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",Coursera,https://www.coursera.org/learn/introduction-tensorflow,,,,,,,
BIT_AI_K20D-21A,2891,13293,DAT301m,Natural Language Processing in TensorFlow,Coursera,https://www.coursera.org/learn/natural-language-processing-tensorflow,,,,,,,
BIT_AI_K20D-21A,2891,13293,DAT301m,"Sequences, Time Series and Prediction",Coursera,https://www.coursera.org/learn/tensorflow-sequences-time-series-and-prediction,,,,,,,
BIT_AI_K20D-21A,2891,12547,ENW493c,Mooc 1: Understanding Research Methods,,Coursera,,,,,,,https://www.coursera.org/learn/research-methods
BIT_AI_K20D-21A,2891,12547,ENW493c,Mooc 2: Research Methodologies,,Coursera,,,,,,,https://www.coursera.org/learn/research-methodologies
BIT_AI_K20D-21A,2891,12547,ENW493c,Mooc 3: Being a reseacher (in Information Science and Technology),,Coursera,,,,,,,https://www.coursera.org/learn/being-researcher
BIT_AI_K20D-21A,2891,12547,ENW493c,Mooc 4: Advanced Writing,,Coursera,,,,,,,https://www.coursera.org/learn/advanced-writing?specialization=academic-english
BIT_AI_K20D-21A,2891,12547,ENW493c,Mooc 5: Introduction to Research for Essay Writing,,Coursera,,,,,,,https://www.coursera.org/learn/introduction-to-research-for-essay-writing?specialization=academic-english
BIT_AI_K20D-21A,2891,10358,EXE101,"Online material sources (video, documents)","Y Combinator (San Jose, CA)",,,,,,,,www.StartupSchool.org
BIT_AI_K20D-21A,2891,10358,EXE101,Startup Directory sources,"Y Combinator (San Jose, CA)",,,,,,,,https://www.ycombinator.com/companies
BIT_AI_K20D-21A,2891,10358,EXE101,Techstars,"Techstars (Boulder, Colorado)",,,,,,,,https://www.techstars.com/portfolio
BIT_AI_K20D-21A,2891,10358,EXE101,500 Startups,500 Startups,,,,,,,,https://500.co/companies
BIT_AI_K20D-21A,2891,10358,EXE101,AngelPad (NYC),AngelPad (NYC),,,,,,,,https://angelpad.com/portfolio/
BIT_AI_K20D-21A,2891,10358,EXE101,Seed Accelerators database,Seed Accelerators,,,,,,,,https://www.seed-db.com/accelerators
BIT_AI_K20D-21A,2891,10358,EXE101,The Lean Startup,Eric Ries,,,,,,,,
BIT_AI_K20D-21A,2891,10358,EXE101,How to Design a Better Pitch Deck,Kevin Hale,,,,,,,,https://www.ycombinator.com/library/4T-how-to-design-a-better-pitch-deck/
BIT_AI_K20D-21A,2891,10358,EXE101,A Guide to Seed Fundraising,Geoff Ralston,,,,,,,,https://www.ycombinator.com/library/4A-a-guide-to-seed-fundraising
BIT_AI_K20D-21A,2891,10358,EXE101,A Guide to YC Demo Day Presentations,Geoff Ralston,,,,,,,,https://www.ycombinator.com/library/49-a-guide-to-yc-demo-day-presentations
BIT_AI_K20D-21A,2891,12548,PMG201c,https://learner.coursera.help/hc/en-us/articles/208280036-Coursera-Code-of-Conduct,,Coursera,,,,,,,
BIT_AI_K20D-21A,2891,12548,PMG201c,ITPM: Information Technology Project Management,Kathy Schwalbe,Cengage Learning,,8th,9781285452340,,,,
BIT_AI_K20D-21A,2891,12548,PMG201c,The Project Management Body of Knowledge (PMBOK Guide),,,,5th,,,,,
BIT_AI_K20D-21A,2891,12548,PMG201c,SE8: Software Engineering,Ian Sommerville,Addison-Wesley,,8th,,,,,
BIT_AI_K20D-21A,2891,12548,PMG201c,https://www.coursera.org/learn/project-planning,,Coursera,,,,,,,MOOC 1: Initiating and Planning Projects
BIT_AI_K20D-21A,2891,12548,PMG201c,https://www.coursera.org/learn/schedule-projects,,Coursera,,,,,,,MOOC 2: Budgeting and Scheduling Projects
BIT_AI_K20D-21A,2891,12548,PMG201c,https://www.coursera.org/learn/project-risk-management,,Coursera,,,,,,,MOOC 3: Managing Project Risks and Changes
BIT_AI_K20D-21A,2891,12548,PMG201c,https://www.coursera.org/learn/project-management-capstone,,Coursera,,,,,,,MOOC 4: Project Management Project
BIT_AI_K20D-21A,2891,12548,PMG201c,https://www.coursera.org/specializations/project-management,,Coursera,,,,,,,SPEC: Project Management Principles and Practices
BIT_AI_K20D-21A,2891,11717,DSP391m,Data Mining Pipeline,University of Colorado Boulder,Coursera,,,,,,,https://www.coursera.org/learn/data-mining-pipeline?specialization=data-mining-foundations-practice
BIT_AI_K20D-21A,2891,11717,DSP391m,Data Visualization,University of Illinois at Urbana-Champaign,Coursera,,,,,,,https://www.coursera.org/learn/datavisualization?specialization=data-mining
BIT_AI_K20D-21A,2891,11717,DSP391m,Pattern Discovery in Data Mining,University of Illinois at Urbana-Champaign,Coursera,,,,,,,https://www.coursera.org/learn/data-patterns?specialization=data-mining
BIT_AI_K20D-21A,2891,11717,DSP391m,Cluster Analysis in Data Mining,University of Illinois at Urbana-Champaign,Coursera,,,,,,,https://www.coursera.org/learn/cluster-analysis?specialization=data-mining
BIT_AI_K20D-21A,2891,11717,DSP391m,Research Paper: Various research papers on machine learning algorithms,,,,,,,,,https://scholar.google.com/
BIT_AI_K20D-21A,2891,11717,DSP391m,Dataset: Publicly available datasets from Kaggle,,,,,,,,,https://www.kaggle.com/
BIT_AI_K20D-21A,2891,12630,AID301c,IBM AI Enterprise Workflow Specialization,IBM,Coursera,,,,,,,https://www.coursera.org/specializations/ibm-ai-workflow
BIT_AI_K20D-21A,2891,12630,AID301c,Course 1. AI Workflow: Business Priorities and Data Ingestion,IBM,Coursera,,,,,,,https://www.coursera.org/learn/ibm-ai-workflow-business-priorities-data-ingestion
BIT_AI_K20D-21A,2891,12630,AID301c,Course 2. AI Workflow: Data Analysis and Hypothesis Testing,IBM,Coursera,,,,,,,https://www.coursera.org/learn/ibm-ai-workflow-data-analysis-hypothesis-testing
BIT_AI_K20D-21A,2891,12630,AID301c,Course 3. AI Workflow: Feature Engineering and Bias Detection,IBM,Coursera,,,,,,,https://www.coursera.org/learn/ibm-ai-workflow-feature-engineering-bias-detection
BIT_AI_K20D-21A,2891,12630,AID301c,"Course 4. AI Workflow: Machine Learning, Visual Recognition and NLP",IBM,Coursera,,,,,,,https://www.coursera.org/learn/ibm-ai-workflow-machine-learning-vr-nlp?specialization=ibm-ai-workflow
BIT_AI_K20D-21A,2891,12630,AID301c,Course 5. AI Workflow: Enterprise Model Deployment,IBM,Coursera,,,,,,,https://www.coursera.org/learn/ibm-ai-workflow-machine-learning-model-deployment?specialization=ibm-ai-workflow
BIT_AI_K20D-21A,2891,12630,AID301c,Course 6. AI Workflow: AI in Production,IBM,Coursera,,,,,,,https://www.coursera.org/learn/ibm-ai-workflow-ai-production?specialization=ibm-ai-workflow
BIT_AI_K20D-21A,2891,12630,AID301c,Help Articles,,Coursera,,,,,,,https://www.coursera.support/s/article/208280036-Coursera-Code-of-Conduct?language=en_US
BIT_AI_K20D-21A,2891,10361,EXE201,"Online material sources (video, documents)","YCombinator (San Jose, CA)",,,,,,,,www.StartupSchool.org
BIT_AI_K20D-21A,2891,10361,EXE201,Startup Directory sources,"Y Combinat or (San Jose, CA)",,,,,,,,https://www.ycombinator.com/companies/
BIT_AI_K20D-21A,2891,10361,EXE201,Techstars,"Techstars (Boulder, Colorado)",,,,,,,,https://www.techstars.com/portfolio
BIT_AI_K20D-21A,2891,10361,EXE201,500 Startups,500 Startups,,,,,,,,https://500.co/companies
BIT_AI_K20D-21A,2891,10361,EXE201,AngelPad (NYC),AngelPad (NYC),,,,,,,,https://angelpad.com/portfolio/
BIT_AI_K20D-21A,2891,10361,EXE201,Seed Accelerators database,Seed Accelerat ors,,,,,,,,https://www.seed-db.com/accelera tors
BIT_AI_K20D-21A,2891,10361,EXE201,The Lean Startup,Eric Ries,,,,,,,,
BIT_AI_K20D-21A,2891,10361,EXE201,How to Design a Better Pitch Deck,Kevin Hale,,,,,,,,https://www.ycombinator.com/library/4T-how-to-design-a-better-pitch-deck/
BIT_AI_K20D-21A,2891,10361,EXE201,A Guide to Seed Fundraising,Geoff Ralston,,,,,,,,https://www.ycombinator.com/library/4A- a-guide- to-seed- fundraisi ng
BIT_AI_K20D-21A,2891,10361,EXE201,A Guide to YC Demo Day Presentations,Geoff Ralston,,,,,,,,https://www.ycombinator.com/library/49-a-guide-to-yc-demo-day-present ations
BIT_AI_K20D-21A,2891,13303,MLN111,C. Mác và Ph. Angghen: Toàn t?pMarx/Engels Collected Works,C. Mác và Ph. Angghen,Nhà xu?t b?n Chính tr? qu?c giaNational Political Publishing House,1995,1,,,,,
BIT_AI_K20D-21A,2891,13303,MLN111,Giáo trình Tri?t h?c Mác-LêninPhilosophy of Marxism – Leninism textbook,B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c giaNational Political Publishing House,1999,,,,,,
BIT_AI_K20D-21A,2891,13303,MLN111,Giáo trình Tri?t h?c Mác-LêninPhilosophy of Marxism – Leninism textbook,B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c giaNational Political Publishing House,2010,,,,,,
BIT_AI_K20D-21A,2891,13303,MLN111,"Giáo trình Tri?t h?c Mác-Lênin, dùng cho sinh viên d?i h?c h? chuyên lý lu?n chính tr?Philosophy of Marxism – Leninism textbook for politics majored students",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2021,1,,,,,
BIT_AI_K20D-21A,2891,13303,MLN111,"Giáo trình Tri?t h?c Mác-Lênin, dùng cho sinh viên d?i h?c h? không chuyên lý lu?n chính tr? - B?n d? th?oPhilosophy of Marxism – Leninism textbook for non-politics majored students - Draft",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2019,,,,,,https://moet.gov.vn/van-ban/vbdh/Pages/chi-tiet-van-ban.aspx?ItemID=2729#divShowDialogDownload
BIT_AI_K20D-21A,2891,13303,MLN111,"Giáo trình Tri?t h?c Mác-Lênin, dùng cho sinh viên d?i h?c h? không chuyên lý lu?n chính tr?Philosophy of Marxism – Leninism textbook for non-politics majored students",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2021,1,,,,,
BIT_AI_K20D-21A,2891,13303,MLN111,V.I. Lênnin: Toàn t?pSelected works [of] V. I. Lenin,V.I. Lênnin,Nhà xu?t b?n Chính tr? qu?c giaNational Political Publishing House,2005,1,,,,,
BIT_AI_K20D-21A,2891,13304,MLN122,"C. Mác và Ph. Angghen: Toàn t?p, t4,8,12,13, 18 ,20, 23, 25, 46Marx/Engels Collected Works, Vol. 4, 8, 12,13, 18 ,20, 23, 25, 46",C. Mác và Ph. Angghen,Nhà xu?t b?n Chính tr? qu?c giaNational Political Publishing House,2002,1,,,,,
BIT_AI_K20D-21A,2891,13304,MLN122,"Giáo trình Kinh t? chính tr? Mác - Leenin, dùng cho sinh viên d?i h?c h? chuyên lý lu?n chính tr?Political economics of Marxism – Leninism textbook for politics majored students",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2021,1,,,,,
BIT_AI_K20D-21A,2891,13304,MLN122,"Giáo trình Kinh t? chính tr? Mác-Lênin, dùng cho sinh viên d?i h?c h? không chuyên lý lu?n chính tr? - B?n d? th?oPolitical economics of Marxism – Leninism textbook for non-politics majored students - Draft",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2019,,,,,,https://moet.gov.vn/van-ban/vbdh/Pages/chi-tiet-van-ban.aspx?ItemID=2729#divShowDialogDownload
BIT_AI_K20D-21A,2891,13304,MLN122,"Giáo trình Kinh t? chính tr? Mác-Lênin, dùng cho sinh viên d?i h?c h? không chuyên lý lu?n chính tr?Political economics of Marxism – Leninism textbook for non-politics majored students",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2021,1,,,,,
BIT_AI_K20D-21A,2891,13304,MLN122,"V.I. Lênnin: Toàn t?p, t3, 27, 45V. I. Lenin, Collected Works, Vol. 3, 27, 45",V.I. Lênnin,Nhà xu?t b?n Chính tr? qu?c giaNational Political Publishing House,2005,,,,,,
BIT_AI_K20D-21A,2891,13304,MLN122,"Van ki?n Ð?i h?i Ð?ng toàn qu?c l?n th? VI, VII, VIII, IX, X, XI, XII, XIIIPolitical report of the 6th, 7th, 8th, 9th, 10th, 11th, 12th, 13th Party Congress",Ð?ng C?ng s?n Vi?t NamThe Communist Party of Vietnam,Nhà xu?t b?n Chính tr? qu?c gia National Political Publishing House,,1,,,,,
BIT_AI_K20D-21A,2891,13304,MLN122,"Ngh? quy?t s? 57-NQ/TW, ngày 22/12/2024 c?a B? Chính tr? v? d?t phá phát tri?n khoa h?c, công ngh?, d?i m?i sáng t?o và chuy?n d?i s? qu?c gia",B? Chính tr? - Ban Ch?p hành Trung uong Ð?ng C?ng s?n Vi?t NamThe Politburo – The Central Committee of the Communist Party of Vietnam,B? Chính tr? - Ban Ch?p hành Trung uong Ð?ng C?ng s?n Vi?t Nam The Politburo – The Central Committee of the Communist Party of Vietnam,2024,1,,,,,https://tulieuvankien.dangcongsan.vn/Uploads/2025/1/7/2/NQ-57-TW-BCT.pdf
BIT_AI_K20D-21A,2891,13304,MLN122,Ngh? quy?t s? 68-NQ/TW ngày 4/5/2025 c?a B? Chính tr? v? phát tri?n kinh t? tu nhân,B? Chính tr? - Ban Ch?p hành Trung uong Ð?ng C?ng s?n Vi?t NamThe Politburo – The Central Committee of the Communist Party of Vietnam,B? Chính tr? - Ban Ch?p hành Trung uong Ð?ng C?ng s?n Vi?t Nam The Politburo – The Central Committee of the Communist Party of Vietnam,2025,1,,,,,https://tulieuvankien.dangcongsan.vn/Uploads/2025/5/7/5/NQ-68-TW.pdf
BIT_AI_K20D-21A,2891,11256,REL301m,Fundamentals of Reinforcement Learning-,University of Alberta,Coursera,,,,,,,https://www.coursera.org/learn/fundamentals-of-reinforcement-learning
BIT_AI_K20D-21A,2891,11256,REL301m,Sample-based Learning Methods,University of Alberta,Coursera,,,,,,,https://www.coursera.org/learn/sample-based-learning-methods
BIT_AI_K20D-21A,2891,11256,REL301m,Prediction and Control with Function Approximation,University of Alberta,Coursera,,,,,,,https://www.coursera.org/learn/prediction-control-function-approximation
BIT_AI_K20D-21A,2891,11256,REL301m,A Complete Reinforcement Learning System (Capstone),University of Alberta,Coursera,,,,,,,https://www.coursera.org/learn/complete-reinforcement-learning-system
BIT_AI_K20D-21A,2891,11256,REL301m,Guided ProjectCreate a Tic-Tac-Toe game in Python,Coursera Project Network,Coursera,,,,,,,https://www.coursera.org/projects/tic-tac-toe-game-python
BIT_AI_K20D-21A,2891,13592,EXE401,'Hu?ng d?n th?c hi?n Quy ch? dào t?o v? D? án kh?i nghi?p t?t nghi?p,,,,,,,,,ban hành kèm theo syllabus này
BIT_AI_K20D-21A,2891,13592,EXE401,'Quy ch? dào t?o h? d?i h?c chính quy t?i Tru?ng Ð?i h?c FPT,,,,,,,,,ban hành kèm theo quy?t d?nh s? 774/QÐ-ÐHFPT ngày 07/09/2022
BIT_AI_K20D-21A,2891,13592,EXE401,'Quy?t d?nh v? vi?c tri?n khai Chuong trình Tr?i nghi?m kh?i nghi?p t?i Tru?ng Ð?i h?c FPT,,,,,,,,,ban hành kèm theo quy?t d?nh s? 911/QÐ-ÐHFPT ngày 31/08/2023
BIT_AI_K20D-21A,2891,14332,HCM202,"Giáo trình Tu tu?ng H? Chí Minh, dùng cho sinh viên b?c d?i h?c h? chuyên ngành lý lu?n chính tr?Ho Chi Minh ideology textbook for politics majored students",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2021,1,,,,,
BIT_AI_K20D-21A,2891,14332,HCM202,"Giáo trình Tu tu?ng H? Chí Minh, dùng cho sinh viên b?c d?i h?c h? không chuyên ngành lý lu?n chính tr? - B?n d? th?oHo Chi Minh ideology textbook for non-politics majored students - Draft",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2019,,,,,,https://moet.gov.vn/van-ban/vbdh/Pages/chi-tiet-van-ban.aspx?ItemID=2729#divShowDialogDownload
BIT_AI_K20D-21A,2891,14332,HCM202,"Giáo trình Tu tu?ng H? Chí Minh, dùng cho sinh viên b?c d?i h?c h? không chuyên ngành lý lu?n chính tr?Ho Chi Minh ideology textbook for non-politics majored students",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2021,1,,,,,
BIT_AI_K20D-21A,2891,14332,HCM202,H? Chí Minh toàn t?pThe Selected Works of Ho Chi Minh,H? Chí MinhHo Chi Minh,Nhà xu?t b?n Chính tr? qu?c gia National Political Publishing House,2011,1,,,,,
BIT_AI_K20D-21A,2891,14332,HCM202,"Kiên quy?t, kiên trì d?u tranh phòng, ch?ng tham nhung, tiêu c?c, góp ph?n xây d?ng Ð?ng và Nhà nu?c ta ngày càng trong s?ch, v?ng m?nh",T?ng Bí thu Nguy?n Phú Tr?ng,Nhà xu?t b?n Chính tr? qu?c gia S? th?t,,,,,,,https://tulieuvankien.dangcongsan.vn/van-kien-tu-lieu-ve-dang/book/sach-chinh-tri/kien-quyet-kien-tri-dau-tranh-phong-chong-tham-nhung-tieu-cuc-gop-phan-xay-dung-dang-va-nha-nuoc-ta-ngay-cang-trong-sach-436
BIT_AI_K20D-21A,2891,14332,HCM202,"Tài li?u gi?ng d?y v? phòng, ch?ng tham nhung dùng cho các tru?ng d?i h?c, cao d?ng không chuyên v? lu?t(Phê duy?t kèm theo Quy?t d?nh s? 3468/QÐ-BGDÐT ngày 06 tháng 9 nam 2014 c?a B? tru?ng B? Giáo d?c và Ðào t?o)",Ch? biên et al.,B? GIÁO D?C VÀ ÐÀO T?O,2014,,,,,,https://drive.google.com/file/d/1Tf3Fyybs8puDEnp5JGw3zqezIfreh6H2/view?usp=sharing
