curriculum,curid,sylid,subjectCode,category,type,part,weight,completionCriteria,duration,clo,questionType,noQuestion,knowledgeSkill,gradingGuide,note,isSubComponent
BBA_IB_K19D20A,2446,12817,IBF301,Individual Assignment,on-going,1,20.0%,>0,During the course,"LO1, LO2, LO3, LO4, LO5","OP1: Discussion, Analysis, reports OP2 (For Constructivism Approach only): Questions or Activities proposed by lecturer",OP1:Case studyOP2 (For Constructivism Approach only):Follow lecturer's proposal,"Comprehensive reading, understanding issues, presenting problems,Personal qualities: Individual responsibility, self-esteem, sociability, self-management, and integrity. Cover all studied chaptersAny plagiarism will be resulted in a failure of assignment",Option 1: - Guided by instructor - Examples of assignment design: provide case studies in the textbook prior to practice session of each chapter for discussion and analysis. Option 2 (For Constructivism Approach only): Follow lecturer's proposal,Option 1: Duration should be 2 to 3 weeks Option 2 (For Constructivism Approach only): Follow lecturer's proposal,0
BBA_IB_K19D20A,2446,12817,IBF301,Quiz,on-going,2,10.0%,>0,30' for each quiz,"LO1, LO2, LO3, LO4, LO5",OP 1: Multiple choices.Marked by Computer or a suitable formatOP2 (For Constructivism Approach only): Questions or Activities proposed by lecturer,"OP1:- Multiple choice: 20 questions. OP2 (For Constructivism Approach only):Follow lecturer's proposal""",Option 1:- Integration of studied knowledge and skills of chapters assigned- Select from all covered chapters during the course. Option 2 (For Constructivism Approach only): Follow lecturer's proposal,"Option 1: in class, by instructor Option 2 (For Constructivism Approach only): Follow lecturer's proposal",Option 1: Instruction and schedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded. Option 2 (For Constructivism Approach only): Follow lecturer's proposal,0
BBA_IB_K19D20A,2446,12817,IBF301,Final exam,Final exam,1,30.0%,4,60',"LO1, LO2, LO3, LO4, LO5",Multiple choicesMarked by Computer,50 multiple questions,"All topics, knowledge, skills covered in the classes","by exam board, using computer",The exam questions must be updated or different at least 70% to the previous ones.,0
BBA_IB_K19D20A,2446,12552,ITA203c,TE,Final exam,1,100.0%,4,60',,Computer gradable,60,All studied courses. Each module of course contributes 2-3 questions.,by Exam Board,,0
BBA_IB_K19D20A,2446,13140,MAS202,Assignment,on-going,2,20.0%,>0,3 hours,"LO1, LO2, LO3, LO4, LO5, LO6",OP1: Comprehensive exercises // OP2: (For Constructivism Approach only): Follow lecturer's proposal,Problem solving of 5-10 questions,"Assignment 1 covers Chapters 1, 2, 3, 4, 5; Assignment 2 covers Chapters 6, 7, 8, 9.","Each assignment is divided into two parts: the take-home component counts for no more than 50% of the total grade, and the in-class component counts for at least 50% (this may take the form of a presentation, essay, problem-solving, etc.).","Assignment 1: LO1, LO2, LO3 Assignment 2: LO3, LO4, LO5, LO6",0
BBA_IB_K19D20A,2446,13140,MAS202,Computer Project,on-going,1,15.0%,>0,5 hours,"LO5, LO6, LO7, LO8, LO9","OP1: Analysis, reports and presentation // OP2: (For Constructivism Approach only): Follow lecturer's proposal",Open,"Cover all Chapters 8, 9, 10, 11, 13, 14","OP1: Groups of students are required to collect secondary data (topics may be suggested by instructor), form their own questions, and apply learned knowledge and methods of inferential statistics to analyze data and make conclusions about the populations. Groups are expected to use a statistical software to perform the analysis and present their results to other groups in class. The work (slides, source files, etc.) accounts for up to 50% of the grade, while presentation skills and the ability to answer questions account for at least 50%. OP2: (For Constructivism Approach only): Follow lecturer's proposal",,0
BBA_IB_K19D20A,2446,13140,MAS202,Quizzes,on-going,3,30.0%,>0,30',"LO1, LO2, LO3, LO4, LO5, LO6, LO7, LO8",OP1: Multiple choices or written questions.Marked by Computer or a suitable format // OP2: (For Constructivism Approach only): Follow lecturer's proposal,10 to 30,"- Integration of studied knowledge and skills of chapters assigned- Quiz 1: cover chapter 1, 2, 3, 4, 5- Quiz 2: cover chapters 6, 7, 8, 9- Quiz 3: cover chapters 10, 11, 13, 14","In class, by instructor","Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has responsibility to review the test for students after graded. Quiz 1: LO1, LO2, LO3 Quiz 2: LO3, LO4, LO5, LO6 Quiz 3: LO5, LO6, LO7, LO8",0
BBA_IB_K19D20A,2446,13140,MAS202,Final exam,Final exam,1,35.0%,4,60',All LOs,- Multiple choice. Marked by Computer,50 MCQ,"All topics, knowledge, skills covered in the classes",By exam board,The exam questions must be updated or different at least 70% to the previous ones.,0
BBA_IB_K19D20A,2446,13598,SCM201,Essay test,on-going,1,15.0%,>0,"""OP1: 45 mins - 60 minsOP2 (For Constructivism Approach only): Follow lecturer's proposal""","LO11, LO1, LO2, LO3, LO4, LO5, LO12, LO1, LO2, LO3, LO4, LO13, LO1, LO2, LO3, LO4, LO5, LO16, LO1, LO2, LO3, LO4, LO5, LO6, LO7, LO19, LO1, LO2, LO3, LO4","OP1: Comprehensive exercises cover mainly chapter 11, 12, 13, 16,19OP2 (For Constructivism Approach only): Follow lecturer's proposal",,Integration of studied knowledge and skills of chapters covered so far,As solution,,0
BBA_IB_K19D20A,2446,13598,SCM201,Group Assignment,on-going,1,15.0%,>0,"""OP1: 4 weeksOP2 (For Constructivism Approach only): Follow lecturer's proposal""",,OP1: Case study - Report and Presentation in class (end of the course)OP2 (For Constructivism Approach only): Follow lecturer's proposal,,"Thinking creatively, making decisions, solving problems,Personal qualities: Individual responsibility, self-esteem, sociability, self-management, and integrity.",- By instructor - Group's mark considered as related individual's mark,,0
BBA_IB_K19D20A,2446,13598,SCM201,Individual Assignment,on-going,1,10.0%,>0,"""OP1: 4 weeksOP2 (For Constructivism Approach only): Follow lecturer's proposal""",,"OP1: 1,500 word - reportOP2 (For Constructivism Approach only): Follow lecturer's proposal",,Integration of studied knowledge and skills,By instructor,,0
BBA_IB_K19D20A,2446,13598,SCM201,"Progress Test 1,2,3",on-going,3,30.0%,>0,OP1: 30 mins - 45 minsOP2 (For Constructivism Approach only): Follow lecturer's proposal,"LO1, LO2, LO3, LO4, LO5",OP1: Multiple choice questions and/or exercisesOP2 (For Constructivism Approach only): Follow lecturer's proposal,,Integration of studied knowledge and skills of chapters covered so far,As solution,"These quizzes will be given at various times during class (beginning, middle or end).",0
BBA_IB_K19D20A,2446,13598,SCM201,Final exam,Final exam,1,30.0%,4,60 minutes,Multiple choice questions (45-50). Multiple choice questions cover all chapters,,,Integration of studied knowledge and skills of chapters covered in the subject,By Exam board,,0
BBA_IB_K19D20A,2446,13831,CHN123,Bài ki?m tra trên l?p - K? nang Ð?c hi?u và K? nang Vi?t,on-going,2,30.0%,>0,20',"CLO1, CLO2, CLO3","K? nang Ð?c hi?uPh?n 1: Ð?c câu ng?n và ch?n tranh tuong ?ngPh?n 2: Ð?c và ch?n t? thích h?p di?n vào ch? tr?ngPh?n 3: Ð?c câu cho s?n, xác d?nh câu bên du?i dúng hay saiPh?n 4: Ð?c câu cho s?n, ch?n câu h?i ho?c câu tr? l?i phù h?p v?i câu cho s?nK? nang Vi?tPh?n 1: Can c? vào phiên âm d? di?n Hán t? dúngPh?n 2: S?p x?p các t?/c?m t? d? t?o thành câu hoàn ch?nhPh?n 3: D?ch câu ti?ng Vi?t sang ti?ng Trung ho?c ngu?c l?iPh?n 4: Hoàn thành do?n h?i tho?i* Luu ý: - GV ch?n m?t s? trong s? các d?ng bài bên trên - D?ng d? Ð?c hi?u: bám sát sách bài t?p c?a giáo trình chu?n HSK2 - D?ng d? Vi?t: GV cho SV luy?n t?p thêm các d?ng bài t?p c?a K? nang Vi?t d? SV quên d?ng d? - 10 ~ 20 câu không kèm phiên âm",10 ~ 25 câu/bài,"1. Ki?m tra k? nang nh?n bi?t Hán t?2. Ki?m tra t? v?ng, ng? pháp, m?u câu, h?i tho?i","1. Ki?m tra trong gi? lên l?p theo TKB2. Ki?m tra trên gi?y ho?c máy3. Không du?c s? d?ng tài li?u, t? di?n, kim t? di?n, máy vi tính, di?n tho?i, các thi?t b? tra t? khác v.v4. S? d?ng gi?y nháp ph?i có s? d?ng ý c?a GV ho?c có ch? ký c?a GV",,0
BBA_IB_K19D20A,2446,13831,CHN123,Bài ki?m tra trên l?p - K? nang Nói,on-going,1,15.0%,>0,45',"CLO1, CLO2, CLO3",1/ Miêu t? hình ?nh2/ Cho t? nói thành câu ho?c do?n van3/ V?n dáp don gi?n v?i gi?ng viên trong gi? h?c4/ Ð?c do?n van và tr? l?i câu h?i trong gi? h?c5/ Tóm t?t bài khóa6/ Ðóng k?ch theo nhóm7/ Làm video clip bài khóa* Luu ý: - GV ch?n m?t s? trong s? các d?ng bài bên trên,,1. Ki?m tra k? nang nh?n di?n Hán t?2. Ki?m tra k? nang ?ng d?ng và ph?n x? b?ng ti?ng Trung trong giao ti?p don gi?n,1. Ki?m tra hàng ngày trong gi? lên l?p2. Th?i gian ki?m tra tùy GV3. M?i sinh viên có th? ki?m tra trong nhi?u slot d? tránh tình tr?ng ki?m tra r?i sinh viên không chu?n b? bài n?a,Th?i gian ki?m tra Nói: 1 ~ 2 phút/sinh viênho?c2 ~ 3 phút/c?p dôiho?c4 ~ 5 phút/nhóm nh?,0
BBA_IB_K19D20A,2446,13831,CHN123,Chuyên c?n,on-going,1,15.0%,>0,,"CLO1, CLO2, CLO3","1/ Tham gia tích c?c vào các ho?t d?ng h?c t?p trên l?p2/ Hoàn thành t?t các nhi?m v? h?c t?p du?c giao sau gi? h?c3/ Có thái d? h?c t?p nghiêm túc, tích c?c",,"1. Ki?m tra vi?c tham gia tích c?c vào các ho?t d?ng h?c t?p trên l?p2. Ki?m tra hoàn thành t?t các nhi?m v? h?c t?p du?c giao sau gi? h?c3. Ki?m tra thái d? h?c t?p nghiêm túc, tích c?c",Ki?m tra hàng ngày trong gi? lên l?p,,0
BBA_IB_K19D20A,2446,13831,CHN123,Bài thi cu?i k? - K? nang Nghe hi?u,Final exam,1,15.0%,>0,25',"CLO1, CLO2, CLO3","K? nang Nghe hi?uPh?n 1: Nghe câu, phán doán tranh dúng sai (10 câu)Ph?n 2: Nghe do?n h?i tho?i ng?n (1 câu A, 1 câu B), ch?n tranh tuong ?ng (10 câu)Ph?n 3: Nghe do?n h?i tho?i ng?n (1 câu A, 1 câu B), tr? l?i câu h?i (10 câu)Ph?n 4: Nghe do?n h?i tho?i dài (2 câu A, 2 câu B), tr? l?i câu h?i (5 câu)* Luu ý: - T?ng th?i lu?ng file nghe là 25 phút (dã bao g?m th?i gian nghe x 2 l?n) - D?ng d? Nghe hi?u: bám sát sách bài t?p c?a giáo trình chu?n HSK2 và theo chu?n HSK2",35 câu/bài,"1. Ki?m tra k? nang nghe ch?n tranh, câu ng?n/dài, h?i tho?i ng?n/dài2. N?i dung ki?m tra: 100% n?i dung dã h?c trong B? giáo trình chu?n HSK2 và theo chu?n HSK2 (k? thi HSK 6 c?p)","1. Thi trên máy2. T?i phòng thi có loa, máy tính t?t ho?c SV dem theo tai nghe3. Không du?c s? d?ng tài li?u, t? di?n, kim t? di?n, máy vi tính, di?n tho?i, các thi?t b? tra t? khác v.v4. Không s? d?ng gi?y nháp",Ð? thi ph?i c?p nh?t ho?c khác ít nh?t 70% so v?i d? thi tru?c,1
BBA_IB_K19D20A,2446,13831,CHN123,Bài thi cu?i k? - K? nang Nói,Final exam,1,25.0%,>0,8',"CLO1, CLO2, CLO3",K? nang NóiPh?n 1: Nghe và tr? l?i nguyên van cho câu h?i dã nghe (4 câu - 4 di?m)Ph?n 2: Miêu t? ít nh?t 3 câu cho 1 ch? d? (3 câu - 3 di?m)Ph?n 3: D?ch ph?n x? nhanh câu t? ti?ng Vi?t sang ti?ng Trung (3 câu - 3 di?m)* Luu ý: - D?ng d? Nói: GV cho SV luy?n t?p thêm các d?ng bài t?p c?a K? nang Nói d? SV quen d?ng d? - Ch? d? là 01 b?c tranh - Bám sát giáo trình chu?n HSK2,13 câu/d?,1. Ki?m tra k? nang v?n d?ng 150 t? v?ng c?a HSK2 (k? thi HSK 6 c?p) vào vi?c giao ti?p2. Ki?m tra k? nang ?ng d?ng và ph?n x? b?ng ti?ng Trung trong giao ti?p don gi?n3. Ki?m tra kh? nang d?ch hi?u tr?c ti?p c?a sinh viên4. N?i dung ki?m tra: 100% n?i dung dã h?c trong B? giáo trình chu?n HSK2 (k? thi HSK 6 c?p),"1.Thi v?n dáp t?i phòng thi do kh?o thí s?p x?p 2. Không du?c s? d?ng tài li?u, t? di?n, kim t? di?n, máy vi tính, di?n tho?i, các thi?t b? tra t? khác v.v 3. Không s? d?ng gi?y nháp",- Ð? thi ph?i c?p nh?t ho?c khác ít nh?t 70% so v?i d? thi tru?c - N?U LEVEL 2 NHUNG DÙNG T? LEVEL 1 THÌ CH? TÍNH 1/3 S? ÐI?M,1
BBA_IB_K19D20A,2446,13831,CHN123,Ði?m thi cu?i k?,Final exam,2,40.0%,4,33',,,,,,"I. Thi d? chung In exam room, using computer II. Final exam chia làm 2 ph?n v?i tr?ng s? nhu sau: - Bài thi cu?i k? - K? nang Nghe hi?u: 15% - Bài thi cu?i k? - K? nang nói: 25% III. Ði?u ki?n hoành thành môn h?c: th?a mãn d?ng th?i 2 di?u ki?n du?i dây: a) Ði?m dánh giá quá trình>0; Ði?m thi cu?i kì >=4; T?ng di?m chung cho toàn b? môn h?c >=5/10; b)Thi cu?i k? không có k? nang nào b? 0.",0
BBA_IB_K19D20A,2446,12375,IBS301m,Assignment 1,on-going,1,15.0%,>0,,"1,2,3,4",Option 1: written report Option 2 (For Constructivism Approach only): Follow lecturer's proposal,Option 1: 1 Option 2 (For Constructivism Approach only): Follow lecturer's proposal,Option 1: Test students' ability to understand and apply the skills and knowledge of the delivered units,,Option 1: Coursera-based Option 2 (For Constructivism Approach only): Follow lecturer's proposal,0
BBA_IB_K19D20A,2446,12375,IBS301m,Assignment 2,on-going,1,15.0%,>0,,"5,6,7,8",Option 1: written report Option 2 (For Constructivism Approach only): Follow lecturer's proposal,Option 1: 1 Option 2 (For Constructivism Approach only): Follow lecturer's proposal,Option 1: Test students' ability to understand and apply the skills and knowledge of the delivered units,,Option 1: Coursera-based Option 2 (For Constructivism Approach only): Follow lecturer's proposal,0
BBA_IB_K19D20A,2446,12375,IBS301m,Class participation and preparation,on-going,1,10.0%,>0,,,,Option 1: 1 Option 2 (For Constructivism Approach only): Follow lecturer's proposal,Option 1: Test students' ability to understand and apply the skills and knowledge of the delivered units,,"Option 1: Participation grade will be given based on students' preparation, quantity as well as group performance Option 2 (For Constructivism Approach only): Follow lecturer's proposal",0
BBA_IB_K19D20A,2446,12375,IBS301m,Progress test 1,on-going,1,15.0%,>0,45,"1,2,3,4",Option 1: multiple choice Option 2 (For Constructivism Approach only): Follow lecturer's proposal,Option 1: 40 Option 2 (For Constructivism Approach only): Follow lecturer's proposal,Option 1: Test the acquainted knowledge which student obtained in the delivered chapters.,,Option 1: Teacher is allowed to select which unit content (topic or learning outcome) to focus on each examination session. The questions are based on the Coursera quizzes. Option 2 (For Constructivism Approach only): Follow lecturer's proposal,0
BBA_IB_K19D20A,2446,12375,IBS301m,Progress test 2,on-going,1,15.0%,>0,45,"5,6,7,8",Option 1: multiple choice Option 2 (For Constructivism Approach only): Follow lecturer's proposal,Option 1: 40 Option 2 (For Constructivism Approach only): Follow lecturer's proposal,Option 1: Test the acquainted knowledge which student obtained in the delivered chapters.,,Option 1: Teacher is allowed to select which unit content (topic or learning outcome) to focus on each examination session. The questions are based on the Coursera quizzes. Option 2 (For Constructivism Approach only): Follow lecturer's proposal,0
BBA_IB_K19D20A,2446,12375,IBS301m,Final project group presentation,Final exam,1,30.0%,4,17-20,"1,2,3,4,5,6,7,8",Case study,1,Test students' ability to understand and apply the skills and knowledge of the delivered units,,Students are divided into groups of up to 5 people to work on a real-life case study (selected by the students and approved by the instructor),0
BBA_IB_K19D20A,2446,12377,IEI301,Class Participation and Preparation,on-going,1,10.0%,>0,All the course,LO22,,,,,"Participation grade will be given based on students' preparation, quantity as well as quality of participation in classroom; quality of participation is demonstrated through asking relevant questions, making statements that add to and facilitate class discussion, and builds upon others’ comments.",0
BBA_IB_K19D20A,2446,12377,IEI301,Group Presentation,on-going,1,30.0%,>0,OP1:180 mins(2 slots); OP2: (For Constructivism Approach only): Follow lecturer's proposal,"LO1, LO2, LO3, LO4, LO5, LO6, LO7, LO8, LO9, LO10, LO11, LO12, LO13, LO14, LO15, LO16, LO17, LO18, LO19, LO20, LO21,LO22",,,OP1: Based on the taught chapters of this course; OP2: (For Constructivism Approach only): Follow lecturer's proposal,,"OP1: The mark will be given based on each student's performance, not on the whole group's. It means each student will get their own mark. OP2: (For Constructivism Approach only): Follow lecturer's proposal",0
BBA_IB_K19D20A,2446,12377,IEI301,Progress Test 1,on-going,1,10.0%,>0,OP1: 40 mins,"LO3, LO4, LO5, LO6, LO7, LO8",OP1: Multiple choice ; OP2: (For Constructivism Approach only): Follow lecturer's proposal,OP1: 30 questions; OP2: (For Constructivism Approach only): Follow lecturer's proposal,OP1: Test the acquainted knowledge which student obtained in the delivered chapters.OP2: (For Constructivism Approach only): Follow lecturer's proposal,IOS,OP1: Teacher is allowed to select which unit content (topic or learning outcome) to focus on each examination session. OP2: (For Constructivism Approach only): Follow lecturer's proposal,0
BBA_IB_K19D20A,2446,12377,IEI301,Progress Test 2,on-going,1,10.0%,>0,OP1: 40 mins; OP2: (For Constructivism Approach only): Follow lecturer's proposal,"LO9, LO10, LO11, LO12, LO13, LO14",OP1: Multiple choice and essay (case study); OP2: (For Constructivism Approach only): Follow lecturer's proposal,OP1: 30 questions; OP2: (For Constructivism Approach only): Follow lecturer's proposal,OP1: Test the acquainted knowledge which student obtained in the delivered chapters.OP2: (For Constructivism Approach only): Follow lecturer's proposal,IOS,OP1: Teacher is allowed to select which unit content (topic or learning outcome) to focus on each examination session. OP2: (For Constructivism Approach only): Follow lecturer's proposal,0
BBA_IB_K19D20A,2446,12377,IEI301,Progress Test 3,on-going,1,10.0%,>0,OP1: 40 mins; OP2: (For Constructivism Approach only): Follow lecturer's proposal,"LO15, LO16, LO17, LO18, LO19, LO20, LO21",Multiple choice and essay ( case study),OP1: 30 questions; OP2: (For Constructivism Approach only): Follow lecturer's proposal,OP1: Test the acquainted knowledge which student obtained in the delivered chapters.OP2: (For Constructivism Approach only): Follow lecturer's proposal,IOS,OP1: Teacher is allowed to select which unit content (topic or learning outcome) to focus on each examination session. OP2: (For Constructivism Approach only): Follow lecturer's proposal,0
BBA_IB_K19D20A,2446,12377,IEI301,Final Exam,Final exam,1,30.0%,4,60 mins,"LO1, LO2, LO3, LO4, LO5, LO6, LO7, LO8, LO9, LO10, LO11, LO12, LO13, LO14, LO15, LO16, LO17, LO18, LO19, LO20, LO21,LO22",Multiple choice,50 questions,"The question will cover the lecture, class discussions, activities, exercises and textbook.",Exam room (IOS),Not allowed to use any document/information in any form in exam room,0
BBA_IB_K19D20A,2446,13593,MKT205c,Final Exam,Final exam,1,100.0%,4,60 mins,,Multiple choicesMarked by Computer,50,All studied courses. Each module of course contributes 3-4 questions.,by Exam Board,"Final Result (FR) = min (10, TE + Bonus)",0
BBA_IB_K19D20A,2446,11499,SSB201,Group asm 1,on-going,1,10.0%,>0,OP1: 90' OP2 (For Constructivism Approach only): Follow lecturer's proposal,"LO1, LO2, LO3, LO11",OP1: Presentation: Present the plan of the group's business or communication project (from slot 1 & 2). OP2 (For Constructivism Approach only): Follow lecturer's proposal,OP1: 1 OP2 (For Constructivism Approach only): Follow lecturer's proposal,technical aspect of studied topics,as required by syllabus,"Prepare the presentation with PPT Once the plan is approved by the instructor, students must work on this project plan throughout the course of their studies to practice the skills of this subject and report the results of the project at the end of the course in group asm 3",0
BBA_IB_K19D20A,2446,11499,SSB201,Group asm 2,on-going,1,10.0%,>0,OP1: 90' OP2 (For Constructivism Approach only): Follow lecturer's proposal,LO4-LO10,"OP1: practical exercises OP2 (For Constructivism Approach only): Follow lecturer's proposal""",OP1: 1 OP2 (For Constructivism Approach only): Follow lecturer's proposal,technical aspect of studied topics,guided by instructor,,0
BBA_IB_K19D20A,2446,11499,SSB201,Group asm 3,on-going,1,15.0%,>0,OP1: 180' OP2 (For Constructivism Approach only): Follow lecturer's proposal,LO11,"OP1: Present the implementation results of the project plan are presented in asm 1 OP2 (For Constructivism Approach only): Follow lecturer's proposal""",OP1: 1 OP2 (For Constructivism Approach only): Follow lecturer's proposal,technical aspect of studied topics,as required by syllabus,Prepare the presentation with PPT,0
BBA_IB_K19D20A,2446,11499,SSB201,Individual asm,on-going,1,10.0%,>0,OP1: 40-60' OP2 (For Constructivism Approach only): Follow lecturer's proposal,LO4-LO11,OP1: guided by instructor OP2 (For Constructivism Approach only): Follow lecturer's proposal,"OP1: 1-2 questions OP2 (For Constructivism Approach only): Follow lecturer's proposal""",technical aspect of studied topics,guided by instructor,,0
BBA_IB_K19D20A,2446,11499,SSB201,Participation,on-going,1,10.0%,>0,OP1: in class OP2 (For Constructivism Approach only): Follow lecturer's proposal,,OP2 (For Constructivism Approach only): Follow lecturer's proposal,OP2 (For Constructivism Approach only): Follow lecturer's proposal,discussion participation and attendance,guided by instructor,,0
BBA_IB_K19D20A,2446,11499,SSB201,Quizzes (2),on-going,2,15.0%,>0,OP1: 45-60' OP2 (For Constructivism Approach only): Follow lecturer's proposal,LO1-LO10,"OP1: Multiple choices or Essay on EOS or a suitable software OP2 (For Constructivism Approach only): Follow lecturer's proposal""",1-2 questions for essay Or 40-50 questions for quiz,Quiz 1 (chapter 1-8) Quiz 2 (chapter 9-12),guided by instructor,,0
BBA_IB_K19D20A,2446,11499,SSB201,Final exam,Final exam,1,30.0%,4,60',All LOs,Multiple choicesMarked by Computer,50,concepts; all studied chapters,"by exam board, using computer",The exam questions must be updated or different at least 70% to the previous ones.,0
BBA_IB_K19D20A,2446,12645,ENW492c,Final exam PE,Final exam,1,100.0%,4,~100',All LOs,"MCQ, short answers, Writing",5-10 MCQ Reading; 1 Writing,All spec. content,"Part 1: Reading ~20-40' (30%) *Analyse an argumentative or a comparative or a cause and effect essay *'Review a search paper and answer questions (about thesis statement, ideas, paraphrase, reference, etc.) Part 2: Writing - 60' (70%) Write 350-400 words on a given topic","1) The Reading test must clearly cite all sources, and the citations must be authentic and reliable. 2) Students will take the Writing test first, followed by the Reading test. 3) The Writing test must have different topics from those in the Reading test.",0
BBA_IB_K19D20A,2446,11795,OJB202,Ki?n th?c và k? nang chuyên môn / Professional knowledge and skills,on-going,1,40.0%,4,,LO1,,NA,,"Doanh nghi?p th?c hi?n dánh giá câu h?i v? Ki?n th?c, k? nang ngành t?i bi?u m?u ÐHFPT g?i The enterprise evaluates students' Professional knowledge and skills based on the form of FPT University",,0
BBA_IB_K19D20A,2446,11795,OJB202,K? nang m?m / Soft skills,on-going,1,30.0%,4,,LO2,,NA,,Doanh nghi?p th?c hi?n dánh giá câu h?i v? K? nang m?m t?i bi?u m?u ÐHFPT g?i The enterprise evaluates students' Soft skills based on the form of FPT University,,0
BBA_IB_K19D20A,2446,11795,OJB202,Thái d? / Attitude,on-going,1,30.0%,4,,LO3,,NA,,Doanh nghi?p th?c hi?n dánh giá câu h?i v? Thái d? t?i bi?u m?u ÐHFPT g?i The enterprise evaluates students' Attitudes based on the form of FPT University,,0
BBA_IB_K19D20A,2446,10358,EXE101,Constructivism Presentations,on- goin g,1,15.0%,5,15',all,Oral Presentation,,"Topic from video lectures, class discussion activities.","- Guided by instructor - Questions from video lectures, class discussion activities. - Students discuss on group then present. - An average point could be evaluated and publised to students at the end of the semesters",,0
BBA_IB_K19D20A,2446,10358,EXE101,Group Assignm ent 1 (Checkp oint 1),on- goin g,1,10.0%,5,10'-30',"CLO1, CLO2,",Oral Presentation,-,,"- In class, by instructor - The class will be divided into groups, each group of 4-6 students (must be from 2 majors or more). - The group assigns roles to each member, for example, team leader - CEO, in charge of engineering - CTO, in charge of marketing - CMO,... - Each group has the task of finding a startup idea, naming the group, and presenting the business area of that idea.",Instructor has resposibility to review the group's checkpoint 1 for students after grading.,0
BBA_IB_K19D20A,2446,10358,EXE101,Group Assignm ent 2 (Checkp oint 2),on- goin g,1,20.0%,5,10'-30',CLO3,Oral Presentation,-,,"- In class, by instructor - Identify the problem to be solved and analyze the market: . Servery group (> 100 people) or interview two experts in their industry. . The team presented market research results and analysis insights related to their business areas, including industry outlook, market size, trends, segments, key players, market share, product/service pricing. . The team presented the value proposition for their idea, market fit and compared it with competitors.",Instructor has resposibility to review the group's checkpoint 2 for students after grading.,0
BBA_IB_K19D20A,2446,10358,EXE101,Group Assignm ent 3 (Checkp oint 3),on- goin g,1,15.0%,5,10'-30',CLO4,Oral Presentation,-,,- Product/service description: - Technology tools description - Canvas business model presentation.,Instructor has resposibility to review the group's checkpoint 3 for students after grading.,0
BBA_IB_K19D20A,2446,10358,EXE101,Presentation (Checkp oint 4),on- goin g,1,40.0%,5,10'-30',CLO5,Oral Presentation,-,,"Build a preliminary pitch deck and present it. Graded by instructor and mentor. Marking criteria: - Team profile 10% - Product market fit 40% - Business model 20% - Operative 20% - Fundraising plan 10% Note: Students can ask the University for financial support for the implementing of their project. For this purpose, the group submit a funding estimation which will be examined and validated by the instructor and the mentor.",Instructor has resposibility to review the group's checkpoint 4 for students after grading.,0
BBA_IB_K19D20A,2446,11051,FIN308,Class participation,on-going,1,10.0%,>0,During the course,All LOs,,0,- Individual Attendance: weight 30% of class participation mark Suggestion: Students must attend more than 80% of contact slots in order to be accepted to the final examination. Any absence will reduce 0.5 point per time. - Individual Participation in case study discussion sessions. weight 70% of class participation mark Suggestion: Bonus 0.2-0.5 point per correct/good opinion in case study discussion. Lecturer should add mark rubic when providing case study.,"in class, by instructor",,0
BBA_IB_K19D20A,2446,11051,FIN308,Final essay test,on-going,1,15.0%,>0,60',All LOs,OP 1: Multiple choices or written questions.Marked by Computer or a suitable formatOP2 (For Constructivism Teach Approach only): Questions or Activities proposed by lecturer,"OP1:- Multiple choice: 20 to 40 questions;- Problem solving: 1-3 questions.OP2 (For Constructivism Teach Approach only):Follow lecturer's proposal""",- Integration of studied knowledge and skills of chapters assigned - Select from all covered chapters during the course.,"in class, by instructor",Instruction and schedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BBA_IB_K19D20A,2446,11051,FIN308,Group assignment,on-going,1,15.0%,>0,During the course,All LOs,"OP 1: Analysis, reports and presentationOP2 (For Constructivism Teach Approach only): Questions or Activities proposed by lecturer",OP1:Case studyOP2 (For Constructivism Teach Approach only):Follow lecturer's proposal,"Comprehensive reading, understanding issues, presenting problems, Personal qualities: Individual responsibility, self-esteem, sociability, self-management, and integrity. Cover all studied chapters Any plagiarism will be resulted in a failure of assignment","- Guided by instructor - Example of group assignment: Groups of students are assigned a topic relating to capital budgeting or hedging by diversification or FDI/M&A. Students are expected to write up a professional report that describes their methodology with clear adjustment of their choice of models, findings and discussion and implications. Finally, students need to present their work in class to instructors and other groups. Report are graded to groups and presentation is graded on individual.",Duration should be 4 to 6 weeks,0
BBA_IB_K19D20A,2446,11051,FIN308,Individual Assignment,on-going,1,15.0%,>0,During the course,All LOs,"OP1: Discussion, Analysis, reports OP2 (For Constructivism Teach Approach only) (For Constructivism Teaching Approach only): Questions or Activities proposed by lecturer Teachhh",OP1:Case studyOP2 (For Constructivism Teach Approach only):Follow lecturer's proposal,"Comprehensive reading, understanding issues, presenting problems, Personal qualities: Individual responsibility, self-esteem, sociability, self-management, and integrity. Cover all studied chapters Any plagiarism will be resulted in a failure of assignment",- Guided by instructor - Examples of assignment design: provide case studies in the textbook prior to practice session of each chapter for discussion and analysis.,Duration should be 2 to 3 weeks,0
